,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Fe,18112.0,18112.0,11619.0,18112.0,122.0,581.0,47.0,13647.0,111.0,5009.0,3203.0,1413.0,1523.0,13887.0,9346.0,161.0,1083.0,9558.0,4749.0,18112.0,15081.0,9056.0,0.0,13807.0,17391.0,8010.0,18112.0,331.0,54.0,7617.0,1114.0,107.0,185.0,18112.0,18112.0,260.0,4994.0,11510.0,317.0,4497.0,18112.0,1182.0,18112.0,16655.0
FoxP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3K27me3,13807.0,13807.0,8998.0,13807.0,93.0,454.0,40.0,10392.0,90.0,3864.0,2468.0,1109.0,1198.0,10613.0,7202.0,119.0,856.0,7347.0,3663.0,13807.0,11520.0,13807.0,0.0,5279.0,13272.0,6167.0,13807.0,246.0,48.0,5822.0,869.0,82.0,145.0,13807.0,13807.0,198.0,3846.0,8850.0,248.0,3508.0,13807.0,917.0,13807.0,12739.0
H3K9ac,17391.0,17391.0,11180.0,17391.0,120.0,567.0,47.0,13110.0,108.0,4832.0,3083.0,1367.0,1471.0,13347.0,9020.0,154.0,1045.0,9200.0,4595.0,17391.0,14487.0,17391.0,0.0,13272.0,8350.0,7716.0,17391.0,321.0,54.0,7318.0,1072.0,99.0,181.0,17391.0,17391.0,250.0,4804.0,11068.0,306.0,4325.0,17391.0,1134.0,17391.0,15995.0
HLA-DR,8010.0,8010.0,5259.0,8010.0,59.0,245.0,24.0,6051.0,44.0,2249.0,1467.0,639.0,697.0,6181.0,4193.0,71.0,481.0,4275.0,2152.0,8010.0,6686.0,8010.0,0.0,6167.0,7716.0,1788.0,8010.0,148.0,36.0,3420.0,491.0,44.0,94.0,8010.0,8010.0,128.0,2283.0,5203.0,149.0,2035.0,8010.0,556.0,8010.0,7374.0
HLA_Class_1,18112.0,18112.0,11619.0,18112.0,122.0,581.0,47.0,13647.0,111.0,5009.0,3203.0,1413.0,1523.0,13887.0,9346.0,161.0,1083.0,9558.0,4749.0,18112.0,15081.0,18112.0,0.0,13807.0,17391.0,8010.0,9056.0,331.0,54.0,7617.0,1114.0,107.0,185.0,18112.0,18112.0,260.0,4994.0,11510.0,317.0,4497.0,18112.0,1182.0,18112.0,16655.0
IDO,331.0,331.0,238.0,331.0,4.0,12.0,0.0,252.0,0.0,85.0,56.0,27.0,30.0,247.0,161.0,1.0,23.0,174.0,74.0,331.0,290.0,331.0,0.0,246.0,321.0,148.0,331.0,2.0,1.0,141.0,24.0,1.0,3.0,331.0,331.0,7.0,104.0,236.0,12.0,91.0,331.0,19.0,331.0,311.0
Keratin17,54.0,54.0,30.0,54.0,0.0,2.0,0.0,43.0,0.0,19.0,12.0,3.0,6.0,46.0,36.0,1.0,6.0,40.0,16.0,54.0,43.0,54.0,0.0,48.0,54.0,36.0,54.0,1.0,0.0,15.0,4.0,0.0,1.0,54.0,54.0,1.0,14.0,41.0,2.0,28.0,54.0,6.0,54.0,53.0
Keratin6,7617.0,7617.0,5037.0,7617.0,56.0,256.0,19.0,5701.0,41.0,2081.0,1368.0,566.0,638.0,5817.0,3970.0,58.0,487.0,3999.0,2029.0,7617.0,6441.0,7617.0,0.0,5822.0,7318.0,3420.0,7617.0,141.0,15.0,1687.0,514.0,49.0,77.0,7617.0,7617.0,99.0,2173.0,5019.0,150.0,1911.0,7617.0,481.0,7617.0,7035.0
Ki67,1114.0,1114.0,788.0,1114.0,9.0,37.0,2.0,819.0,7.0,303.0,204.0,99.0,99.0,830.0,574.0,6.0,74.0,557.0,295.0,1114.0,951.0,1114.0,0.0,869.0,1072.0,491.0,1114.0,24.0,4.0,514.0,49.0,8.0,9.0,1114.0,1114.0,20.0,354.0,780.0,20.0,342.0,1114.0,79.0,1114.0,1037.0
Lag3,107.0,107.0,78.0,107.0,0.0,2.0,1.0,73.0,0.0,21.0,26.0,6.0,17.0,77.0,63.0,1.0,8.0,56.0,32.0,107.0,94.0,107.0,0.0,82.0,99.0,44.0,107.0,1.0,0.0,49.0,8.0,1.0,1.0,107.0,107.0,0.0,35.0,73.0,1.0,29.0,107.0,6.0,107.0,99.0
MPO,185.0,185.0,114.0,185.0,1.0,3.0,1.0,156.0,1.0,56.0,41.0,15.0,16.0,152.0,109.0,1.0,16.0,107.0,52.0,185.0,151.0,185.0,0.0,145.0,181.0,94.0,185.0,3.0,1.0,77.0,9.0,1.0,2.0,185.0,185.0,2.0,48.0,126.0,3.0,59.0,185.0,12.0,185.0,173.0
Na,18112.0,18112.0,11619.0,18112.0,122.0,581.0,47.0,13647.0,111.0,5009.0,3203.0,1413.0,1523.0,13887.0,9346.0,161.0,1083.0,9558.0,4749.0,18112.0,15081.0,18112.0,0.0,13807.0,17391.0,8010.0,18112.0,331.0,54.0,7617.0,1114.0,107.0,185.0,9056.0,18112.0,260.0,4994.0,11510.0,317.0,4497.0,18112.0,1182.0,18112.0,16655.0
P,18112.0,18112.0,11619.0,18112.0,122.0,581.0,47.0,13647.0,111.0,5009.0,3203.0,1413.0,1523.0,13887.0,9346.0,161.0,1083.0,9558.0,4749.0,18112.0,15081.0,18112.0,0.0,13807.0,17391.0,8010.0,18112.0,331.0,54.0,7617.0,1114.0,107.0,185.0,18112.0,9056.0,260.0,4994.0,11510.0,317.0,4497.0,18112.0,1182.0,18112.0,16655.0
p53,260.0,260.0,173.0,260.0,2.0,10.0,1.0,203.0,2.0,73.0,47.0,23.0,25.0,205.0,146.0,0.0,9.0,146.0,66.0,260.0,224.0,260.0,0.0,198.0,250.0,128.0,260.0,7.0,1.0,99.0,20.0,0.0,2.0,260.0,260.0,0.0,69.0,172.0,3.0,68.0,260.0,18.0,260.0,238.0
Pan-Keratin,4994.0,4994.0,3358.0,4994.0,40.0,166.0,14.0,3770.0,28.0,1422.0,914.0,409.0,436.0,3822.0,2620.0,39.0,333.0,2639.0,1314.0,4994.0,4244.0,4994.0,0.0,3846.0,4804.0,2283.0,4994.0,104.0,14.0,2173.0,354.0,35.0,48.0,4994.0,4994.0,69.0,760.0,3343.0,104.0,1311.0,4994.0,350.0,4994.0,4633.0
PD-L1,11510.0,11510.0,7729.0,11510.0,84.0,393.0,30.0,8663.0,76.0,3216.0,2101.0,879.0,1025.0,8848.0,6011.0,102.0,749.0,6134.0,3049.0,11510.0,9721.0,11510.0,0.0,8850.0,11068.0,5203.0,11510.0,236.0,41.0,5019.0,780.0,73.0,126.0,11510.0,11510.0,172.0,3343.0,3827.0,227.0,2935.0,11510.0,781.0,11510.0,10606.0
PD1,317.0,317.0,231.0,317.0,1.0,12.0,2.0,236.0,1.0,91.0,64.0,21.0,31.0,245.0,152.0,3.0,21.0,180.0,81.0,317.0,277.0,317.0,0.0,248.0,306.0,149.0,317.0,12.0,2.0,150.0,20.0,1.0,3.0,317.0,317.0,3.0,104.0,227.0,4.0,104.0,317.0,21.0,317.0,295.0
phospho-S6,4497.0,4497.0,3040.0,4497.0,32.0,140.0,12.0,3348.0,26.0,1234.0,811.0,372.0,406.0,3432.0,2366.0,38.0,284.0,2396.0,1186.0,4497.0,3768.0,4497.0,0.0,3508.0,4325.0,2035.0,4497.0,91.0,28.0,1911.0,342.0,29.0,59.0,4497.0,4497.0,68.0,1311.0,2935.0,104.0,664.0,4497.0,342.0,4497.0,4167.0
Si,18112.0,18112.0,11619.0,18112.0,122.0,581.0,47.0,13647.0,111.0,5009.0,3203.0,1413.0,1523.0,13887.0,9346.0,161.0,1083.0,9558.0,4749.0,18112.0,15081.0,18112.0,0.0,13807.0,17391.0,8010.0,18112.0,331.0,54.0,7617.0,1114.0,107.0,185.0,18112.0,18112.0,260.0,4994.0,11510.0,317.0,4497.0,9056.0,1182.0,18112.0,16655.0
SMA,1182.0,1182.0,781.0,1182.0,9.0,48.0,9.0,895.0,16.0,316.0,222.0,94.0,114.0,905.0,625.0,12.0,92.0,629.0,310.0,1182.0,994.0,1182.0,0.0,917.0,1134.0,556.0,1182.0,19.0,6.0,481.0,79.0,6.0,12.0,1182.0,1182.0,18.0,350.0,781.0,21.0,342.0,1182.0,45.0,1182.0,1100.0
Ta,18112.0,18112.0,11619.0,18112.0,122.0,581.0,47.0,13647.0,111.0,5009.0,3203.0,1413.0,1523.0,13887.0,9346.0,161.0,1083.0,9558.0,4749.0,18112.0,15081.0,18112.0,0.0,13807.0,17391.0,8010.0,18112.0,331.0,54.0,7617.0,1114.0,107.0,185.0,18112.0,18112.0,260.0,4994.0,11510.0,317.0,4497.0,18112.0,1182.0,9056.0,16655.0
Vimentin,16655.0,16655.0,10776.0,16655.0,116.0,532.0,47.0,12539.0,104.0,4610.0,2967.0,1315.0,1421.0,12776.0,8623.0,143.0,1012.0,8792.0,4382.0,16655.0,13873.0,16655.0,0.0,12739.0,15995.0,7374.0,16655.0,311.0,53.0,7035.0,1037.0,99.0,173.0,16655.0,16655.0,238.0,4633.0,10606.0,295.0,4167.0,16655.0,1100.0,16655.0,7668.0
