,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Fe,18364.0,18364.0,1187.0,18364.0,214.0,474.0,9825.0,455.0,37.0,64.0,170.0,326.0,130.0,1289.0,9296.0,0.0,17975.0,2516.0,136.0,18364.0,35.0,9182.0,8.0,18364.0,18324.0,3709.0,15601.0,8.0,452.0,11302.0,152.0,0.0,68.0,18364.0,18364.0,347.0,16209.0,45.0,50.0,17072.0,18364.0,1962.0,18364.0,544.0
FoxP3,8.0,8.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,8.0,1.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,8.0,8.0,1.0,8.0,0.0,0.0,7.0,8.0,0.0,8.0,0.0
H3K27me3,18364.0,18364.0,1187.0,18364.0,214.0,474.0,9825.0,455.0,37.0,64.0,170.0,326.0,130.0,1289.0,9296.0,0.0,17975.0,2516.0,136.0,18364.0,35.0,18364.0,8.0,9182.0,18324.0,3709.0,15601.0,8.0,452.0,11302.0,152.0,0.0,68.0,18364.0,18364.0,347.0,16209.0,45.0,50.0,17072.0,18364.0,1962.0,18364.0,544.0
H3K9ac,18324.0,18324.0,1185.0,18324.0,214.0,474.0,9803.0,454.0,37.0,64.0,170.0,324.0,129.0,1286.0,9275.0,0.0,17936.0,2510.0,136.0,18324.0,35.0,18324.0,8.0,18324.0,9142.0,3699.0,15566.0,8.0,450.0,11277.0,152.0,0.0,68.0,18324.0,18324.0,347.0,16172.0,45.0,50.0,17037.0,18324.0,1955.0,18324.0,544.0
HLA-DR,3709.0,3709.0,242.0,3709.0,47.0,96.0,1947.0,106.0,3.0,24.0,44.0,57.0,37.0,316.0,1950.0,0.0,3621.0,558.0,35.0,3709.0,8.0,3709.0,1.0,3709.0,3699.0,416.0,3188.0,1.0,94.0,2283.0,25.0,0.0,19.0,3709.0,3709.0,69.0,3279.0,11.0,10.0,3486.0,3709.0,478.0,3709.0,129.0
HLA_Class_1,15601.0,15601.0,1014.0,15601.0,188.0,409.0,8500.0,403.0,31.0,57.0,148.0,285.0,115.0,1112.0,8083.0,0.0,15278.0,2179.0,119.0,15601.0,28.0,15601.0,4.0,15601.0,15566.0,3188.0,6670.0,4.0,404.0,9689.0,134.0,0.0,55.0,15601.0,15601.0,309.0,13793.0,32.0,41.0,14552.0,15601.0,1732.0,15601.0,476.0
IDO,8.0,8.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,8.0,1.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,8.0,8.0,1.0,8.0,0.0,0.0,7.0,8.0,0.0,8.0,0.0
Keratin17,452.0,452.0,43.0,452.0,12.0,18.0,275.0,18.0,2.0,6.0,6.0,17.0,7.0,37.0,277.0,0.0,447.0,64.0,6.0,452.0,3.0,452.0,2.0,452.0,450.0,94.0,404.0,2.0,8.0,319.0,12.0,0.0,4.0,452.0,452.0,20.0,407.0,2.0,5.0,428.0,452.0,76.0,452.0,22.0
Keratin6,11302.0,11302.0,733.0,11302.0,130.0,322.0,6361.0,274.0,24.0,39.0,117.0,209.0,96.0,814.0,6007.0,0.0,11097.0,1540.0,82.0,11302.0,21.0,11302.0,4.0,11302.0,11277.0,2283.0,9689.0,4.0,319.0,3609.0,105.0,0.0,42.0,11302.0,11302.0,234.0,10094.0,29.0,34.0,10561.0,11302.0,1281.0,11302.0,355.0
Ki67,152.0,152.0,12.0,152.0,5.0,10.0,107.0,4.0,1.0,1.0,5.0,7.0,5.0,16.0,107.0,0.0,149.0,16.0,2.0,152.0,1.0,152.0,1.0,152.0,152.0,25.0,134.0,1.0,12.0,105.0,6.0,0.0,2.0,152.0,152.0,9.0,140.0,1.0,1.0,145.0,152.0,13.0,152.0,5.0
Lag3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPO,68.0,68.0,4.0,68.0,2.0,3.0,41.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,37.0,0.0,68.0,9.0,1.0,68.0,0.0,68.0,0.0,68.0,68.0,19.0,55.0,0.0,4.0,42.0,2.0,0.0,0.0,68.0,68.0,1.0,63.0,0.0,0.0,60.0,68.0,11.0,68.0,2.0
Na,18364.0,18364.0,1187.0,18364.0,214.0,474.0,9825.0,455.0,37.0,64.0,170.0,326.0,130.0,1289.0,9296.0,0.0,17975.0,2516.0,136.0,18364.0,35.0,18364.0,8.0,18364.0,18324.0,3709.0,15601.0,8.0,452.0,11302.0,152.0,0.0,68.0,9182.0,18364.0,347.0,16209.0,45.0,50.0,17072.0,18364.0,1962.0,18364.0,544.0
P,18364.0,18364.0,1187.0,18364.0,214.0,474.0,9825.0,455.0,37.0,64.0,170.0,326.0,130.0,1289.0,9296.0,0.0,17975.0,2516.0,136.0,18364.0,35.0,18364.0,8.0,18364.0,18324.0,3709.0,15601.0,8.0,452.0,11302.0,152.0,0.0,68.0,18364.0,9182.0,347.0,16209.0,45.0,50.0,17072.0,18364.0,1962.0,18364.0,544.0
p53,347.0,347.0,29.0,347.0,5.0,11.0,221.0,8.0,1.0,2.0,8.0,11.0,7.0,24.0,213.0,0.0,342.0,53.0,7.0,347.0,2.0,347.0,1.0,347.0,347.0,69.0,309.0,1.0,20.0,234.0,9.0,0.0,1.0,347.0,347.0,11.0,312.0,1.0,4.0,329.0,347.0,40.0,347.0,12.0
Pan-Keratin,16209.0,16209.0,1046.0,16209.0,191.0,423.0,8826.0,400.0,37.0,57.0,153.0,293.0,120.0,1143.0,8293.0,0.0,15895.0,2192.0,118.0,16209.0,32.0,16209.0,8.0,16209.0,16172.0,3279.0,13793.0,8.0,407.0,10094.0,140.0,0.0,63.0,16209.0,16209.0,312.0,7191.0,40.0,46.0,15105.0,16209.0,1710.0,16209.0,482.0
PD-L1,45.0,45.0,4.0,45.0,0.0,3.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,44.0,5.0,1.0,45.0,0.0,45.0,0.0,45.0,45.0,11.0,32.0,0.0,2.0,29.0,1.0,0.0,0.0,45.0,45.0,1.0,40.0,0.0,0.0,43.0,45.0,6.0,45.0,2.0
PD1,50.0,50.0,4.0,50.0,0.0,2.0,33.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,32.0,0.0,48.0,7.0,1.0,50.0,0.0,50.0,0.0,50.0,50.0,10.0,41.0,0.0,5.0,34.0,1.0,0.0,0.0,50.0,50.0,4.0,46.0,0.0,0.0,47.0,50.0,7.0,50.0,0.0
phospho-S6,17072.0,17072.0,1118.0,17072.0,204.0,446.0,9277.0,432.0,34.0,59.0,163.0,306.0,124.0,1220.0,8757.0,0.0,16724.0,2369.0,129.0,17072.0,34.0,17072.0,7.0,17072.0,17037.0,3486.0,14552.0,7.0,428.0,10561.0,145.0,0.0,60.0,17072.0,17072.0,329.0,15105.0,43.0,47.0,7962.0,17072.0,1859.0,17072.0,521.0
Si,18364.0,18364.0,1187.0,18364.0,214.0,474.0,9825.0,455.0,37.0,64.0,170.0,326.0,130.0,1289.0,9296.0,0.0,17975.0,2516.0,136.0,18364.0,35.0,18364.0,8.0,18364.0,18324.0,3709.0,15601.0,8.0,452.0,11302.0,152.0,0.0,68.0,18364.0,18364.0,347.0,16209.0,45.0,50.0,17072.0,9182.0,1962.0,18364.0,544.0
SMA,1962.0,1962.0,147.0,1962.0,32.0,60.0,1045.0,57.0,7.0,19.0,29.0,40.0,16.0,176.0,1124.0,0.0,1897.0,328.0,31.0,1962.0,5.0,1962.0,0.0,1962.0,1955.0,478.0,1732.0,0.0,76.0,1281.0,13.0,0.0,11.0,1962.0,1962.0,40.0,1710.0,6.0,7.0,1859.0,1962.0,189.0,1962.0,95.0
Ta,18364.0,18364.0,1187.0,18364.0,214.0,474.0,9825.0,455.0,37.0,64.0,170.0,326.0,130.0,1289.0,9296.0,0.0,17975.0,2516.0,136.0,18364.0,35.0,18364.0,8.0,18364.0,18324.0,3709.0,15601.0,8.0,452.0,11302.0,152.0,0.0,68.0,18364.0,18364.0,347.0,16209.0,45.0,50.0,17072.0,18364.0,1962.0,9182.0,544.0
Vimentin,544.0,544.0,29.0,544.0,5.0,20.0,297.0,13.0,1.0,6.0,4.0,8.0,5.0,35.0,321.0,0.0,528.0,87.0,8.0,544.0,0.0,544.0,0.0,544.0,544.0,129.0,476.0,0.0,22.0,355.0,5.0,0.0,2.0,544.0,544.0,12.0,482.0,2.0,0.0,521.0,544.0,95.0,544.0,11.0
