,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
P,5538.0,5537.0,5389.0,5538.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5538.0,3645.0,5538.0,14.0,5538.0,5535.0,2021.0,5538.0,20.0,229.0,5496.0,1584.0,8.0,62.0,5538.0,0.0,298.0,5153.0,1383.0,80.0,5459.0,5538.0,1159.0,5531.0,1027.0
p53,298.0,298.0,292.0,298.0,7.0,13.0,235.0,108.0,7.0,2.0,14.0,2.0,5.0,156.0,144.0,1.0,49.0,60.0,20.0,298.0,226.0,298.0,1.0,298.0,298.0,122.0,298.0,3.0,30.0,298.0,155.0,1.0,9.0,298.0,298.0,0.0,287.0,92.0,9.0,298.0,298.0,58.0,298.0,54.0
Pan-Keratin,5153.0,5152.0,5067.0,5153.0,50.0,163.0,4058.0,1475.0,55.0,14.0,340.0,83.0,142.0,2273.0,1466.0,5.0,774.0,990.0,375.0,5153.0,3540.0,5153.0,13.0,5153.0,5150.0,1889.0,5153.0,20.0,218.0,5148.0,1486.0,8.0,54.0,5153.0,5153.0,287.0,0.0,1342.0,79.0,5085.0,5153.0,1089.0,5148.0,939.0
PD-L1,1383.0,1382.0,1365.0,1383.0,17.0,54.0,1172.0,405.0,25.0,5.0,76.0,18.0,31.0,615.0,418.0,2.0,268.0,267.0,97.0,1383.0,1079.0,1383.0,3.0,1383.0,1383.0,552.0,1383.0,4.0,69.0,1383.0,391.0,2.0,18.0,1383.0,1383.0,92.0,1342.0,0.0,19.0,1357.0,1383.0,275.0,1383.0,300.0
PD1,80.0,80.0,80.0,80.0,5.0,7.0,68.0,37.0,4.0,1.0,45.0,1.0,20.0,70.0,66.0,1.0,23.0,27.0,48.0,80.0,65.0,80.0,1.0,80.0,80.0,45.0,80.0,2.0,4.0,80.0,33.0,3.0,1.0,80.0,80.0,9.0,79.0,19.0,0.0,80.0,80.0,32.0,80.0,32.0
phospho-S6,5459.0,5459.0,5312.0,5459.0,53.0,175.0,4181.0,1591.0,56.0,15.0,360.0,98.0,149.0,2438.0,1549.0,5.0,821.0,1079.0,402.0,5459.0,3605.0,5459.0,14.0,5459.0,5457.0,2012.0,5459.0,20.0,229.0,5417.0,1584.0,8.0,62.0,5459.0,5459.0,298.0,5085.0,1357.0,80.0,0.0,5459.0,1153.0,5452.0,1018.0
Si,5538.0,5537.0,5389.0,5538.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5538.0,3645.0,5538.0,14.0,5538.0,5535.0,2021.0,5538.0,20.0,229.0,5496.0,1584.0,8.0,62.0,5538.0,5538.0,298.0,5153.0,1383.0,80.0,5459.0,0.0,1159.0,5531.0,1027.0
SMA,1159.0,1159.0,1145.0,1159.0,13.0,53.0,992.0,373.0,18.0,2.0,104.0,43.0,45.0,602.0,361.0,1.0,158.0,255.0,99.0,1159.0,837.0,1159.0,2.0,1159.0,1158.0,506.0,1159.0,4.0,68.0,1153.0,316.0,4.0,20.0,1159.0,1159.0,58.0,1089.0,275.0,32.0,1153.0,1159.0,0.0,1159.0,314.0
Ta,5531.0,5530.0,5382.0,5531.0,53.0,176.0,4225.0,1596.0,56.0,15.0,362.0,98.0,149.0,2447.0,1551.0,5.0,822.0,1078.0,404.0,5531.0,3641.0,5531.0,14.0,5531.0,5528.0,2020.0,5531.0,20.0,229.0,5489.0,1584.0,8.0,62.0,5531.0,5531.0,298.0,5148.0,1383.0,80.0,5452.0,5531.0,1159.0,0.0,1027.0
Vimentin,1027.0,1027.0,997.0,1027.0,42.0,102.0,840.0,592.0,26.0,9.0,170.0,79.0,93.0,797.0,562.0,4.0,342.0,522.0,205.0,1027.0,642.0,1027.0,7.0,1027.0,1027.0,701.0,1027.0,11.0,38.0,1006.0,271.0,3.0,39.0,1027.0,1027.0,54.0,939.0,300.0,32.0,1018.0,1027.0,314.0,1027.0,0.0
