,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
CD3,35.0,35.0,32.0,35.0,1.0,5.0,29.0,15.0,1.0,1.0,0.0,2.0,15.0,34.0,35.0,0.0,3.0,10.0,3.0,35.0,14.0,35.0,4.0,35.0,35.0,21.0,35.0,4.0,19.0,33.0,4.0,4.0,1.0,35.0,35.0,8.0,16.0,1.0,11.0,34.0,35.0,6.0,35.0,23.0
CD31,25.0,25.0,23.0,25.0,5.0,2.0,13.0,2.0,1.0,1.0,2.0,0.0,1.0,9.0,12.0,0.0,6.0,4.0,1.0,25.0,7.0,25.0,1.0,25.0,25.0,7.0,25.0,1.0,14.0,23.0,1.0,1.0,6.0,25.0,25.0,3.0,8.0,1.0,1.0,21.0,25.0,14.0,25.0,25.0
CD4,35.0,35.0,31.0,35.0,1.0,6.0,27.0,14.0,1.0,1.0,15.0,1.0,0.0,33.0,34.0,0.0,7.0,11.0,1.0,35.0,20.0,35.0,1.0,35.0,35.0,26.0,35.0,2.0,23.0,35.0,5.0,4.0,1.0,35.0,35.0,11.0,23.0,1.0,9.0,35.0,35.0,5.0,35.0,28.0
CD45,820.0,820.0,754.0,820.0,53.0,53.0,499.0,283.0,1.0,3.0,34.0,9.0,33.0,0.0,534.0,0.0,219.0,137.0,8.0,820.0,451.0,820.0,5.0,820.0,774.0,515.0,820.0,21.0,743.0,806.0,162.0,4.0,79.0,820.0,820.0,421.0,703.0,1.0,29.0,729.0,820.0,30.0,820.0,310.0
CD45RO,1731.0,1731.0,1697.0,1731.0,52.0,33.0,1076.0,532.0,7.0,4.0,35.0,12.0,34.0,534.0,0.0,0.0,530.0,133.0,9.0,1731.0,1196.0,1731.0,7.0,1731.0,1711.0,999.0,1731.0,36.0,1684.0,1726.0,408.0,4.0,62.0,1731.0,1731.0,1110.0,1632.0,3.0,58.0,1704.0,1731.0,28.0,1731.0,459.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,662.0,662.0,657.0,662.0,47.0,17.0,499.0,197.0,4.0,3.0,3.0,6.0,7.0,219.0,530.0,0.0,0.0,60.0,2.0,662.0,520.0,662.0,2.0,662.0,641.0,481.0,662.0,21.0,653.0,662.0,159.0,1.0,60.0,662.0,662.0,387.0,645.0,2.0,20.0,643.0,662.0,10.0,662.0,176.0
CD68,211.0,211.0,186.0,211.0,6.0,39.0,137.0,111.0,2.0,4.0,10.0,4.0,11.0,137.0,133.0,0.0,60.0,0.0,1.0,211.0,98.0,211.0,1.0,211.0,198.0,139.0,211.0,3.0,174.0,207.0,39.0,3.0,7.0,211.0,211.0,99.0,159.0,1.0,8.0,182.0,211.0,13.0,211.0,107.0
CD8,9.0,9.0,9.0,9.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,9.0,0.0,2.0,1.0,0.0,9.0,5.0,9.0,1.0,9.0,9.0,6.0,9.0,1.0,9.0,9.0,2.0,1.0,1.0,9.0,9.0,6.0,9.0,1.0,2.0,9.0,9.0,1.0,9.0,4.0
dsDNA,4612.0,4612.0,4373.0,4612.0,58.0,54.0,2315.0,731.0,7.0,4.0,35.0,25.0,35.0,820.0,1731.0,0.0,662.0,211.0,9.0,0.0,2541.0,4612.0,9.0,4612.0,4437.0,2070.0,4606.0,46.0,4366.0,4581.0,639.0,4.0,94.0,4612.0,4612.0,1756.0,4111.0,3.0,69.0,4085.0,4612.0,114.0,4612.0,1162.0
EGFR,2541.0,2541.0,2537.0,2541.0,10.0,14.0,1517.0,487.0,4.0,4.0,14.0,7.0,20.0,451.0,1196.0,0.0,520.0,98.0,5.0,2541.0,0.0,2541.0,5.0,2541.0,2515.0,1307.0,2541.0,41.0,2526.0,2541.0,466.0,2.0,11.0,2541.0,2541.0,1218.0,2462.0,3.0,49.0,2408.0,2541.0,34.0,2541.0,592.0
Fe,4612.0,4612.0,4373.0,4612.0,58.0,54.0,2315.0,731.0,7.0,4.0,35.0,25.0,35.0,820.0,1731.0,0.0,662.0,211.0,9.0,4612.0,2541.0,0.0,9.0,4612.0,4437.0,2070.0,4606.0,46.0,4366.0,4581.0,639.0,4.0,94.0,4612.0,4612.0,1756.0,4111.0,3.0,69.0,4085.0,4612.0,114.0,4612.0,1162.0
FoxP3,9.0,9.0,9.0,9.0,1.0,1.0,8.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,0.0,2.0,1.0,1.0,9.0,5.0,9.0,0.0,9.0,9.0,7.0,9.0,1.0,9.0,9.0,2.0,1.0,1.0,9.0,9.0,7.0,8.0,1.0,1.0,9.0,9.0,2.0,9.0,3.0
H3K27me3,4612.0,4612.0,4373.0,4612.0,58.0,54.0,2315.0,731.0,7.0,4.0,35.0,25.0,35.0,820.0,1731.0,0.0,662.0,211.0,9.0,4612.0,2541.0,4612.0,9.0,0.0,4437.0,2070.0,4606.0,46.0,4366.0,4581.0,639.0,4.0,94.0,4612.0,4612.0,1756.0,4111.0,3.0,69.0,4085.0,4612.0,114.0,4612.0,1162.0
H3K9ac,4437.0,4437.0,4214.0,4437.0,43.0,52.0,2267.0,723.0,7.0,4.0,35.0,25.0,35.0,774.0,1711.0,0.0,641.0,198.0,9.0,4437.0,2515.0,4437.0,9.0,4437.0,0.0,1952.0,4431.0,46.0,4194.0,4406.0,639.0,4.0,62.0,4437.0,4437.0,1756.0,3945.0,3.0,69.0,4024.0,4437.0,113.0,4437.0,1140.0
HLA-DR,2070.0,2070.0,2021.0,2070.0,44.0,46.0,1115.0,407.0,3.0,4.0,21.0,7.0,26.0,515.0,999.0,0.0,481.0,139.0,6.0,2070.0,1307.0,2070.0,7.0,2070.0,1952.0,0.0,2070.0,37.0,2017.0,2066.0,316.0,4.0,68.0,2070.0,2070.0,815.0,1954.0,2.0,45.0,1888.0,2070.0,32.0,2070.0,496.0
HLA_Class_1,4606.0,4606.0,4373.0,4606.0,58.0,54.0,2310.0,731.0,7.0,4.0,35.0,25.0,35.0,820.0,1731.0,0.0,662.0,211.0,9.0,4606.0,2541.0,4606.0,9.0,4606.0,4431.0,2070.0,0.0,46.0,4366.0,4575.0,639.0,4.0,94.0,4606.0,4606.0,1756.0,4110.0,3.0,69.0,4085.0,4606.0,114.0,4606.0,1161.0
IDO,46.0,46.0,46.0,46.0,4.0,4.0,25.0,30.0,3.0,2.0,4.0,1.0,2.0,21.0,36.0,0.0,21.0,3.0,1.0,46.0,41.0,46.0,1.0,46.0,46.0,37.0,46.0,0.0,46.0,46.0,12.0,1.0,1.0,46.0,46.0,29.0,46.0,1.0,3.0,46.0,46.0,1.0,46.0,9.0
Keratin17,4366.0,4366.0,4290.0,4366.0,54.0,38.0,2131.0,689.0,7.0,4.0,19.0,14.0,23.0,743.0,1684.0,0.0,653.0,174.0,9.0,4366.0,2526.0,4366.0,9.0,4366.0,4194.0,2017.0,4366.0,46.0,0.0,4366.0,638.0,1.0,88.0,4366.0,4366.0,1752.0,4094.0,3.0,62.0,3987.0,4366.0,48.0,4366.0,968.0
Keratin6,4581.0,4581.0,4370.0,4581.0,58.0,51.0,2297.0,725.0,7.0,4.0,33.0,23.0,35.0,806.0,1726.0,0.0,662.0,207.0,9.0,4581.0,2541.0,4581.0,9.0,4581.0,4406.0,2066.0,4575.0,46.0,4366.0,0.0,638.0,4.0,94.0,4581.0,4581.0,1756.0,4111.0,3.0,69.0,4073.0,4581.0,108.0,4581.0,1139.0
Ki67,639.0,639.0,635.0,639.0,1.0,3.0,356.0,189.0,3.0,3.0,4.0,1.0,5.0,162.0,408.0,0.0,159.0,39.0,2.0,639.0,466.0,639.0,2.0,639.0,639.0,316.0,639.0,12.0,638.0,638.0,0.0,1.0,1.0,639.0,639.0,487.0,621.0,3.0,18.0,639.0,639.0,8.0,639.0,139.0
Lag3,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,0.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0
MPO,94.0,94.0,84.0,94.0,49.0,4.0,42.0,4.0,1.0,1.0,1.0,6.0,1.0,79.0,62.0,0.0,60.0,7.0,1.0,94.0,11.0,94.0,1.0,94.0,62.0,68.0,94.0,1.0,88.0,94.0,1.0,1.0,0.0,94.0,94.0,4.0,80.0,1.0,1.0,63.0,94.0,4.0,94.0,28.0
Na,4612.0,4612.0,4373.0,4612.0,58.0,54.0,2315.0,731.0,7.0,4.0,35.0,25.0,35.0,820.0,1731.0,0.0,662.0,211.0,9.0,4612.0,2541.0,4612.0,9.0,4612.0,4437.0,2070.0,4606.0,46.0,4366.0,4581.0,639.0,4.0,94.0,0.0,4612.0,1756.0,4111.0,3.0,69.0,4085.0,4612.0,114.0,4612.0,1162.0
P,4612.0,4612.0,4373.0,4612.0,58.0,54.0,2315.0,731.0,7.0,4.0,35.0,25.0,35.0,820.0,1731.0,0.0,662.0,211.0,9.0,4612.0,2541.0,4612.0,9.0,4612.0,4437.0,2070.0,4606.0,46.0,4366.0,4581.0,639.0,4.0,94.0,4612.0,0.0,1756.0,4111.0,3.0,69.0,4085.0,4612.0,114.0,4612.0,1162.0
p53,1756.0,1756.0,1742.0,1756.0,7.0,6.0,1051.0,515.0,7.0,3.0,8.0,3.0,11.0,421.0,1110.0,0.0,387.0,99.0,6.0,1756.0,1218.0,1756.0,7.0,1756.0,1756.0,815.0,1756.0,29.0,1752.0,1756.0,487.0,1.0,4.0,1756.0,1756.0,0.0,1711.0,3.0,51.0,1754.0,1756.0,15.0,1756.0,387.0
Pan-Keratin,4111.0,4111.0,4064.0,4111.0,48.0,31.0,2054.0,669.0,7.0,4.0,16.0,8.0,23.0,703.0,1632.0,0.0,645.0,159.0,9.0,4111.0,2462.0,4111.0,8.0,4111.0,3945.0,1954.0,4110.0,46.0,4094.0,4111.0,621.0,1.0,80.0,4111.0,4111.0,1711.0,0.0,3.0,61.0,3769.0,4111.0,37.0,4111.0,900.0
PD-L1,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0
PD1,69.0,69.0,67.0,69.0,1.0,3.0,51.0,24.0,2.0,2.0,11.0,1.0,9.0,29.0,58.0,0.0,20.0,8.0,2.0,69.0,49.0,69.0,1.0,69.0,69.0,45.0,69.0,3.0,62.0,69.0,18.0,4.0,1.0,69.0,69.0,51.0,61.0,2.0,0.0,69.0,69.0,3.0,69.0,19.0
phospho-S6,4085.0,4085.0,3984.0,4085.0,46.0,40.0,2085.0,693.0,7.0,4.0,34.0,21.0,35.0,729.0,1704.0,0.0,643.0,182.0,9.0,4085.0,2408.0,4085.0,9.0,4085.0,4024.0,1888.0,4085.0,46.0,3987.0,4073.0,639.0,4.0,63.0,4085.0,4085.0,1754.0,3769.0,3.0,69.0,0.0,4085.0,85.0,4085.0,986.0
Si,4612.0,4612.0,4373.0,4612.0,58.0,54.0,2315.0,731.0,7.0,4.0,35.0,25.0,35.0,820.0,1731.0,0.0,662.0,211.0,9.0,4612.0,2541.0,4612.0,9.0,4612.0,4437.0,2070.0,4606.0,46.0,4366.0,4581.0,639.0,4.0,94.0,4612.0,4612.0,1756.0,4111.0,3.0,69.0,4085.0,0.0,114.0,4612.0,1162.0
SMA,114.0,114.0,71.0,114.0,3.0,2.0,85.0,17.0,1.0,1.0,6.0,14.0,5.0,30.0,28.0,0.0,10.0,13.0,1.0,114.0,34.0,114.0,2.0,114.0,113.0,32.0,114.0,1.0,48.0,108.0,8.0,1.0,4.0,114.0,114.0,15.0,37.0,2.0,3.0,85.0,114.0,0.0,114.0,111.0
Ta,4612.0,4612.0,4373.0,4612.0,58.0,54.0,2315.0,731.0,7.0,4.0,35.0,25.0,35.0,820.0,1731.0,0.0,662.0,211.0,9.0,4612.0,2541.0,4612.0,9.0,4612.0,4437.0,2070.0,4606.0,46.0,4366.0,4581.0,639.0,4.0,94.0,4612.0,4612.0,1756.0,4111.0,3.0,69.0,4085.0,4612.0,114.0,0.0,1162.0
Vimentin,1162.0,1162.0,1016.0,1162.0,21.0,39.0,752.0,239.0,2.0,2.0,23.0,25.0,28.0,310.0,459.0,0.0,176.0,107.0,4.0,1162.0,592.0,1162.0,3.0,1162.0,1140.0,496.0,1161.0,9.0,968.0,1139.0,139.0,2.0,28.0,1162.0,1162.0,387.0,900.0,2.0,19.0,986.0,1162.0,111.0,1162.0,0.0
