,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
CD3,6.0,6.0,4.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,2.0,5.0,4.0,0.0,6.0,4.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,4.0,6.0,0.0,1.0,3.0,1.0,0.0,1.0,6.0,6.0,1.0,5.0,1.0,1.0,6.0,6.0,3.0,6.0,2.0
CD31,70.0,70.0,57.0,70.0,5.0,3.0,44.0,10.0,1.0,1.0,1.0,0.0,1.0,11.0,23.0,0.0,47.0,9.0,1.0,70.0,1.0,70.0,1.0,70.0,70.0,16.0,70.0,0.0,1.0,17.0,3.0,0.0,2.0,70.0,70.0,1.0,36.0,1.0,1.0,64.0,70.0,25.0,70.0,32.0
CD4,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
CD45,108.0,108.0,16.0,108.0,9.0,10.0,78.0,19.0,1.0,1.0,5.0,11.0,2.0,0.0,85.0,0.0,105.0,22.0,3.0,108.0,1.0,108.0,1.0,108.0,108.0,35.0,108.0,0.0,3.0,57.0,3.0,0.0,4.0,108.0,108.0,6.0,90.0,1.0,1.0,106.0,108.0,8.0,108.0,11.0
CD45RO,2441.0,2441.0,78.0,2441.0,15.0,136.0,1742.0,24.0,7.0,2.0,4.0,23.0,1.0,85.0,0.0,0.0,2439.0,211.0,4.0,2441.0,2.0,2441.0,2.0,2440.0,2438.0,341.0,2041.0,0.0,48.0,1499.0,13.0,0.0,4.0,2441.0,2441.0,44.0,2357.0,2.0,9.0,2366.0,2441.0,53.0,2441.0,31.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,3264.0,3264.0,136.0,3264.0,20.0,163.0,2165.0,37.0,7.0,3.0,6.0,47.0,2.0,105.0,2439.0,0.0,0.0,287.0,4.0,3264.0,2.0,3264.0,2.0,3263.0,3254.0,463.0,2629.0,0.0,48.0,1799.0,15.0,0.0,4.0,3264.0,3264.0,46.0,3040.0,2.0,9.0,3099.0,3264.0,80.0,3264.0,45.0
CD68,294.0,294.0,30.0,294.0,18.0,9.0,187.0,17.0,2.0,3.0,4.0,9.0,1.0,22.0,211.0,0.0,287.0,0.0,4.0,294.0,1.0,294.0,1.0,293.0,289.0,259.0,283.0,0.0,8.0,148.0,4.0,0.0,3.0,294.0,294.0,6.0,233.0,1.0,1.0,279.0,294.0,16.0,294.0,7.0
CD8,4.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,4.0,4.0,0.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0
dsDNA,3315.0,3315.0,168.0,3315.0,20.0,163.0,2174.0,40.0,7.0,3.0,6.0,70.0,2.0,108.0,2441.0,0.0,3264.0,294.0,4.0,0.0,2.0,3315.0,2.0,3314.0,3304.0,476.0,2677.0,0.0,48.0,1803.0,15.0,0.0,4.0,3315.0,3315.0,46.0,3045.0,2.0,9.0,3136.0,3315.0,109.0,3315.0,71.0
EGFR,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
Fe,3315.0,3315.0,168.0,3315.0,20.0,163.0,2174.0,40.0,7.0,3.0,6.0,70.0,2.0,108.0,2441.0,0.0,3264.0,294.0,4.0,3315.0,2.0,0.0,2.0,3314.0,3304.0,476.0,2677.0,0.0,48.0,1803.0,15.0,0.0,4.0,3315.0,3315.0,46.0,3045.0,2.0,9.0,3136.0,3315.0,109.0,3315.0,71.0
FoxP3,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
H3K27me3,3314.0,3314.0,168.0,3314.0,20.0,163.0,2174.0,40.0,7.0,3.0,6.0,70.0,2.0,108.0,2440.0,0.0,3263.0,293.0,4.0,3314.0,2.0,3314.0,2.0,0.0,3304.0,475.0,2676.0,0.0,48.0,1803.0,15.0,0.0,4.0,3314.0,3314.0,46.0,3045.0,2.0,9.0,3136.0,3314.0,109.0,3314.0,71.0
H3K9ac,3304.0,3304.0,168.0,3304.0,18.0,163.0,2170.0,39.0,7.0,2.0,6.0,70.0,2.0,108.0,2438.0,0.0,3254.0,289.0,4.0,3304.0,2.0,3304.0,2.0,3304.0,0.0,470.0,2671.0,0.0,48.0,1803.0,15.0,0.0,4.0,3304.0,3304.0,46.0,3041.0,2.0,9.0,3131.0,3304.0,109.0,3304.0,71.0
HLA-DR,476.0,476.0,52.0,476.0,19.0,20.0,316.0,26.0,2.0,3.0,4.0,16.0,2.0,35.0,341.0,0.0,463.0,259.0,4.0,476.0,1.0,476.0,1.0,475.0,470.0,0.0,435.0,0.0,10.0,241.0,6.0,0.0,3.0,476.0,476.0,7.0,383.0,1.0,2.0,451.0,476.0,25.0,476.0,17.0
HLA_Class_1,2677.0,2677.0,168.0,2677.0,20.0,135.0,1843.0,40.0,7.0,3.0,6.0,70.0,2.0,108.0,2041.0,0.0,2629.0,283.0,4.0,2677.0,2.0,2677.0,2.0,2676.0,2671.0,435.0,0.0,0.0,47.0,1575.0,15.0,0.0,4.0,2677.0,2677.0,46.0,2467.0,1.0,9.0,2616.0,2677.0,108.0,2677.0,70.0
IDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keratin17,48.0,48.0,4.0,48.0,1.0,5.0,40.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,48.0,0.0,48.0,8.0,1.0,48.0,1.0,48.0,1.0,48.0,48.0,10.0,47.0,0.0,0.0,40.0,2.0,0.0,1.0,48.0,48.0,4.0,48.0,1.0,2.0,48.0,48.0,2.0,48.0,3.0
Keratin6,1803.0,1803.0,47.0,1803.0,6.0,106.0,1277.0,18.0,7.0,1.0,3.0,17.0,1.0,57.0,1499.0,0.0,1799.0,148.0,4.0,1803.0,2.0,1803.0,1.0,1803.0,1803.0,241.0,1575.0,0.0,40.0,0.0,9.0,0.0,2.0,1803.0,1803.0,40.0,1780.0,2.0,8.0,1758.0,1803.0,47.0,1803.0,22.0
Ki67,15.0,15.0,3.0,15.0,3.0,4.0,11.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,13.0,0.0,15.0,4.0,1.0,15.0,1.0,15.0,1.0,15.0,15.0,6.0,15.0,0.0,2.0,9.0,0.0,0.0,1.0,15.0,15.0,2.0,13.0,1.0,1.0,15.0,15.0,1.0,15.0,1.0
Lag3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPO,4.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,0.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0
Na,3315.0,3315.0,168.0,3315.0,20.0,163.0,2174.0,40.0,7.0,3.0,6.0,70.0,2.0,108.0,2441.0,0.0,3264.0,294.0,4.0,3315.0,2.0,3315.0,2.0,3314.0,3304.0,476.0,2677.0,0.0,48.0,1803.0,15.0,0.0,4.0,0.0,3315.0,46.0,3045.0,2.0,9.0,3136.0,3315.0,109.0,3315.0,71.0
P,3315.0,3315.0,168.0,3315.0,20.0,163.0,2174.0,40.0,7.0,3.0,6.0,70.0,2.0,108.0,2441.0,0.0,3264.0,294.0,4.0,3315.0,2.0,3315.0,2.0,3314.0,3304.0,476.0,2677.0,0.0,48.0,1803.0,15.0,0.0,4.0,3315.0,0.0,46.0,3045.0,2.0,9.0,3136.0,3315.0,109.0,3315.0,71.0
p53,46.0,46.0,1.0,46.0,1.0,3.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,44.0,0.0,46.0,6.0,1.0,46.0,1.0,46.0,1.0,46.0,46.0,7.0,46.0,0.0,4.0,40.0,2.0,0.0,1.0,46.0,46.0,0.0,46.0,1.0,1.0,46.0,46.0,5.0,46.0,2.0
Pan-Keratin,3045.0,3045.0,98.0,3045.0,10.0,154.0,2053.0,27.0,7.0,1.0,5.0,36.0,2.0,90.0,2357.0,0.0,3040.0,233.0,4.0,3045.0,2.0,3045.0,2.0,3045.0,3041.0,383.0,2467.0,0.0,48.0,1780.0,13.0,0.0,4.0,3045.0,3045.0,46.0,0.0,2.0,9.0,2925.0,3045.0,72.0,3045.0,36.0
PD-L1,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0
PD1,9.0,9.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,1.0,1.0,9.0,1.0,9.0,1.0,9.0,9.0,2.0,9.0,0.0,2.0,8.0,1.0,0.0,1.0,9.0,9.0,1.0,9.0,1.0,0.0,9.0,9.0,1.0,9.0,1.0
phospho-S6,3136.0,3136.0,156.0,3136.0,20.0,159.0,2092.0,39.0,7.0,1.0,6.0,64.0,2.0,106.0,2366.0,0.0,3099.0,279.0,4.0,3136.0,2.0,3136.0,2.0,3136.0,3131.0,451.0,2616.0,0.0,48.0,1758.0,15.0,0.0,4.0,3136.0,3136.0,46.0,2925.0,2.0,9.0,0.0,3136.0,99.0,3136.0,65.0
Si,3315.0,3315.0,168.0,3315.0,20.0,163.0,2174.0,40.0,7.0,3.0,6.0,70.0,2.0,108.0,2441.0,0.0,3264.0,294.0,4.0,3315.0,2.0,3315.0,2.0,3314.0,3304.0,476.0,2677.0,0.0,48.0,1803.0,15.0,0.0,4.0,3315.0,3315.0,46.0,3045.0,2.0,9.0,3136.0,0.0,109.0,3315.0,71.0
SMA,109.0,109.0,49.0,109.0,2.0,7.0,73.0,5.0,1.0,1.0,3.0,25.0,2.0,8.0,53.0,0.0,80.0,16.0,1.0,109.0,1.0,109.0,1.0,109.0,109.0,25.0,108.0,0.0,2.0,47.0,1.0,0.0,1.0,109.0,109.0,5.0,72.0,1.0,1.0,99.0,109.0,0.0,109.0,33.0
Ta,3315.0,3315.0,168.0,3315.0,20.0,163.0,2174.0,40.0,7.0,3.0,6.0,70.0,2.0,108.0,2441.0,0.0,3264.0,294.0,4.0,3315.0,2.0,3315.0,2.0,3314.0,3304.0,476.0,2677.0,0.0,48.0,1803.0,15.0,0.0,4.0,3315.0,3315.0,46.0,3045.0,2.0,9.0,3136.0,3315.0,109.0,0.0,71.0
Vimentin,71.0,71.0,42.0,71.0,3.0,3.0,37.0,6.0,1.0,1.0,2.0,32.0,2.0,11.0,31.0,0.0,45.0,7.0,1.0,71.0,1.0,71.0,1.0,71.0,71.0,17.0,70.0,0.0,3.0,22.0,1.0,0.0,2.0,71.0,71.0,2.0,36.0,1.0,1.0,65.0,71.0,33.0,71.0,0.0
